input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_001553195.1	GCF_001553195.1	ASM155319v1	1117644	Mycoplasma canis PG 14	strain=PG 14	latest	Complete Genome	14	93.33	0.00
GCF_001548275.1	GCF_001548275.1	ASM154827v1	1653476	Caldimicrobium thiodismutans	strain=TF1	latest	Complete Genome	14	93.33	0.00
GCF_001553545.1	GCF_001553545.1	ASM155354v1	45243	Capnocytophaga haemolytica	strain=CCUG 32990	latest	Complete Genome	14	93.33	0.00
GCF_001553625.1	GCF_001553625.1	ASM155362v1	888061	Desulfomicrobium orale DSM 12838	strain=DSM 12838	latest	Complete Genome	14	93.33	0.00
GCF_001553565.1	GCF_001553565.1	ASM155356v1	111015	Actinomyces radicidentis	strain=CCUG 36733	latest	Complete Genome	14	93.33	0.00
GCF_001553605.1	GCF_001553605.1	ASM155360v1	44742	Desulfovibrio fairfieldensis	strain=CCUG 45958	latest	Complete Genome	14	93.33	0.00
GCF_001553935.1	GCF_001553935.1	ASM155393v1	544580	Actinomyces oris	strain=T14V	latest	Complete Genome	14	93.33	0.00
GCF_001553955.1	GCF_001553955.1	ASM155395v1	34062	Moraxella osloensis	strain=CCUG 350	latest	Complete Genome	14	93.33	0.00
GCF_001558255.2	GCF_001558255.2	ASM155825v2	673	Grimontia hollisae	strain=ATCC 33564	latest	Complete Genome	14	93.33	0.00
GCF_001558415.2	GCF_001558415.2	ASM155841v2	676	Vibrio fluvialis	strain=ATCC 33809	latest	Complete Genome	14	93.33	0.00
GCF_001559015.1	GCF_001559015.1	ASM155901v1	267128	Sphingopyxis granuli	strain=TFA	latest	Complete Genome	14	93.33	0.00
GCF_001559115.2	GCF_001559115.2	ASM155911v2	1286	Staphylococcus simulans	strain=FDAARGOS_124	latest	Complete Genome	14	93.33	0.00
GCF_001560915.1	GCF_001560915.1	ASM156091v1	1495144	methanogenic archaeon ISO4-H5	strain=ISO4-H5	latest	Complete Genome	14	93.33	0.00
GCF_001561955.1	GCF_001561955.1	ASM156195v1	991789	Anaerotignum propionicum DSM 1682	strain=X2	latest	Complete Genome	14	93.33	0.00
GCF_001562115.1	GCF_001562115.1	ASM156211v1	233316	Alteromonas stellipolaris	strain=LMG 21861	latest	Complete Genome	14	93.33	0.00
GCF_001563245.1	GCF_001563245.1	ASM156324v1	294671	Methanobrevibacter olleyae	strain=YLM1	latest	Complete Genome	14	93.33	0.00
GCF_001563225.1	GCF_001563225.1	ASM156322v1	1716143	Pseudodesulfovibrio indicus	strain=J2	latest	Complete Genome	13	86.67	0.00
GCF_001564455.1	GCF_001564455.1	ASM156445v1	1702221	Faecalibaculum rodentium	strain=Alo17	latest	Complete Genome	14	93.33	0.00
GCF_001572725.1	GCF_001572725.1	ASM157272v1	61652	Serratia rubidaea	strain=1122	latest	Complete Genome	14	93.33	0.00
GCF_001577305.1	GCF_001577305.1	ASM157730v1	37927	Sinomonas atrocyanea	strain=KCTC 3377	latest	Complete Genome	14	93.33	0.00
GCF_001577775.1	GCF_001577775.1	ASM157777v1	1609559	Pyrococcus kukulkanii	strain=NCB100	latest	Complete Genome	14	93.33	0.00
GCF_001578185.1	GCF_001578185.1	ASM157818v1	1478	Bacillus simplex	strain=SH-B26	latest	Complete Genome	14	93.33	0.00
GCF_001578205.1	GCF_001578205.1	ASM157820v1	1408	Bacillus pumilus	strain=SH-B9	latest	Complete Genome	14	93.33	0.00
GCF_001579945.1	GCF_001579945.1	ASM157994v1	465721	Steroidobacter denitrificans	strain=DSM 18526	latest	Complete Genome	14	93.33	0.00
GCF_001580455.1	GCF_001580455.1	ASM158045v1	94132	Ramlibacter tataouinensis	strain=5-10	latest	Complete Genome	14	93.33	0.00
GCF_001583415.1	GCF_001583415.1	ASM158341v1	1771	Mycolicibacterium phlei	strain=CCUG 21000	latest	Complete Genome	14	93.33	0.00
GCF_001584725.1	GCF_001584725.1	ASM158472v1	243899	endosymbiont 'TC1' of Trimyema compressum	NA	latest	Complete Genome	14	93.33	0.00
GCF_001584185.1	GCF_001584185.1	ASM158418v1	279113	Collimonas pratensis	strain=Ter91	latest	Complete Genome	14	93.33	0.00
GCF_001586165.1	GCF_001586165.1	ASM158616v1	82983	Obesumbacterium proteus	strain=DSM 2777	latest	Complete Genome	14	93.33	0.00
GCF_001586195.1	GCF_001586195.1	ASM158619v1	76853	Solibacillus silvestris	strain=DSM 12223	latest	Complete Genome	14	93.33	0.00
GCF_001586215.1	GCF_001586215.1	ASM158621v1	146827	Corynebacterium simulans	strain=PES1	latest	Complete Genome	14	93.33	6.67
GCF_001586255.1	GCF_001586255.1	ASM158625v1	1470434	Zhongshania aliphaticivorans	strain=SM2	latest	Complete Genome	14	93.33	0.00
GCF_001590685.1	GCF_001590685.1	ASM159068v1	1476	Sporosarcina psychrophila	strain=DSM 6497	latest	Complete Genome	14	93.33	0.00
GCF_001590605.1	GCF_001590605.1	ASM159060v1	188932	Pedobacter cryoconitis	strain=PAMC 27485	latest	Complete Genome	14	93.33	0.00
GCF_001594265.1	GCF_001594265.1	ASM159426v1	714	Aggregatibacter actinomycetemcomitans	strain=624	latest	Complete Genome	14	93.33	0.00
GCF_001597285.1	GCF_001597285.1	ASM159728v1	43263	Pseudomonas alcaligenes	strain=NEB 585	latest	Complete Genome	14	93.33	0.00
GCF_001598035.1	GCF_001598035.1	ASM159803v1	1814128	Streptococcus halotolerans	strain=HTS9	latest	Complete Genome	14	93.33	0.00
GCF_001602095.1	GCF_001602095.1	ASM160209v1	1591088	Helicobacter himalayensis	strain=YS1	latest	Complete Genome	14	93.33	0.00
GCF_001605015.1	GCF_001605015.1	ASM160501v1	83263	Aminobacter aminovorans	strain=KCTC 2477	latest	Complete Genome	14	93.33	0.00
GCF_001606005.1	GCF_001606005.1	ASM160600v1	1703	Brevibacterium linens	strain=BS258	latest	Complete Genome	14	93.33	0.00
GCF_001606025.1	GCF_001606025.1	ASM160602v1	261164	Psychrobacter alimentarius	strain=PAMC 27889	latest	Complete Genome	14	93.33	0.00
GCF_001610955.1	GCF_001610955.1	ASM161095v1	33941	Geobacillus thermoleovorans	strain=KCTC 3570	latest	Complete Genome	14	93.33	0.00
GCF_001610975.1	GCF_001610975.1	ASM161097v1	1219058	Sphingopyxis terrae subsp. terrae NBRC 15098	strain=203-1	latest	Complete Genome	14	93.33	0.00
GCF_001611135.1	GCF_001611135.1	ASM161113v1	51663	Pediococcus damnosus	strain=TMW 2.1535	latest	Complete Genome	14	93.33	0.00
GCF_001611975.1	GCF_001611975.1	ASM161197v1	1549855	Haematospirillum jordaniae	strain=H5569	latest	Complete Genome	14	93.33	0.00
GCF_001611675.1	GCF_001611675.1	ASM161167v1	388950	Pontibacter akesuensis	strain=AKS 1T	latest	Complete Genome	14	93.33	0.00
GCF_001617605.1	GCF_001617605.1	ASM161760v1	241244	Rummeliibacillus stabekisii	strain=PP9	latest	Complete Genome	14	93.33	0.00
GCF_001617625.1	GCF_001617625.1	ASM161762v1	252514	Microbulbifer thermotolerans	strain=DAU221	latest	Complete Genome	14	93.33	0.00
GCF_001618885.1	GCF_001618885.1	ASM161888v1	70255	Staphylococcus condimenti	strain=DSM 11674	latest	Complete Genome	14	93.33	0.00
GCF_001620265.1	GCF_001620265.1	ASM162026v1	1335048	Defluviimonas alba	strain=cai42	latest	Complete Genome	13	86.67	0.00
GCF_001620305.1	GCF_001620305.1	ASM162030v1	1051973	Rhodococcus fascians D188	strain=D188	latest	Complete Genome	14	93.33	0.00
GCF_001623565.1	GCF_001623565.1	ASM162356v1	1825069	Streptococcus marmotae	strain=HTS5	latest	Complete Genome	14	93.33	0.00
GCF_001629705.1	GCF_001629705.1	ASM162970v2	1221500	Fictibacillus phosphorivorans	strain=G25-29	latest	Complete Genome	14	93.33	0.00
GCF_001632775.1	GCF_001632775.1	ASM163277v1	1300342	Dokdonella koreensis DS-123	strain=DS-123	latest	Complete Genome	14	93.33	0.00
GCF_001633165.1	GCF_001633165.1	ASM163316v1	1188256	Rhodovulum sulfidophilum DSM 1374	strain=DSM 1374	latest	Complete Genome	14	93.33	0.00
GCF_001632805.1	GCF_001632805.1	ASM163280v1	1460372	Mycobacteroides chelonae CCUG 47445	strain=CCUG 47445	latest	Complete Genome	14	93.33	0.00
GCF_001634285.1	GCF_001634285.1	ASM163428v1	294699	Anoxybacillus amylolyticus	strain=DSM 15939	latest	Complete Genome	14	93.33	0.00
GCF_001636015.1	GCF_001636015.1	ASM163601v1	29433	Moraxella ovis	strain=199/55	latest	Complete Genome	14	93.33	0.00
GCF_001636295.1	GCF_001636295.1	ASM163629v1	1300344	Isoptericola dokdonensis DS-3	strain=DS-3	latest	Complete Genome	14	93.33	0.00
GCF_001641005.1	GCF_001641005.1	ASM164100v1	33888	Rathayibacter tritici	strain=NCPPB 1953	latest	Complete Genome	14	93.33	0.00
GCF_001640025.1	GCF_001640025.1	ASM164002v2	796027	Sugiyamaella lignohabitans	strain=CBS 10342	latest	Complete Genome	13	86.67	53.33
GCF_001641285.1	GCF_001641285.1	ASM164128v1	445710	Dyella thiooxydans	strain=ATSB10	latest	Complete Genome	14	93.33	0.00
GCF_001642085.1	GCF_001642085.1	ASM164208v1	1811193	Streptococcus pantholopis	strain=TA 26	latest	Complete Genome	14	93.33	0.00
GCF_001642655.1	GCF_001642655.1	ASM164265v1	1519	Clostridium tyrobutyricum	strain=KCTC 5387	latest	Complete Genome	14	93.33	0.00
GCF_001643775.1	GCF_001643775.1	ASM164377v1	79604	Denitrobacterium detoxificans	strain=NPOH1	latest	Complete Genome	14	93.33	0.00
GCF_001643015.1	GCF_001643015.1	ASM164301v1	1652495	Corynebacterium crudilactis	strain=JZ16	latest	Complete Genome	14	93.33	0.00
GCF_001643955.1	GCF_001643955.1	ASM164395v1	1031746	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260	strain=LMG 9260	latest	Complete Genome	14	93.33	0.00
GCF_001643975.1	GCF_001643975.1	ASM164397v1	91353	Campylobacter hyointestinalis subsp. lawsonii	strain=LMG 15993	latest	Complete Genome	14	93.33	0.00
GCF_001644565.1	GCF_001644565.1	ASM164456v1	1182568	Deinococcus puniceus	strain=DY1	latest	Complete Genome	14	93.33	0.00
GCF_001644605.1	GCF_001644605.1	ASM164460v1	1178515	Paenibacillus swuensis	strain=DY6	latest	Complete Genome	14	93.33	0.00
GCF_001644705.1	GCF_001644705.1	ASM164470v1	1225786	Dickeya solani IPO 2222	strain=IPO 2222	latest	Complete Genome	14	93.33	0.00
GCF_001647635.1	GCF_001647635.1	ASM164763v1	1575	Leifsonia xyli	strain=SE134	latest	Complete Genome	13	86.67	0.00
GCF_001647085.1	GCF_001647085.1	ASM164708v1	1712654	Thermococcus piezophilus	strain=CDGS	latest	Complete Genome	14	93.33	0.00
GCF_001648115.1	GCF_001648115.1	ASM164811v1	118110	Buchnera aphidicola (Schlechtendalia chinensis)	strain=SC	latest	Complete Genome	14	93.33	0.00
GCF_001648175.1	GCF_001648175.1	ASM164817v1	376489	Halotalea alkalilenta	strain=IHB B 13600	latest	Complete Genome	14	93.33	0.00
GCF_001652465.1	GCF_001652465.1	ASM165246v1	84292	Microbacterium chocolatum	strain=SIT 101	latest	Complete Genome	14	93.33	0.00
GCF_001653335.1	GCF_001653335.1	ASM165333v1	1300347	Nocardioides dokdonensis FR1436	strain=FR1436	latest	Complete Genome	13	86.67	0.00
GCF_001652485.1	GCF_001652485.1	ASM165248v1	419475	Ochrobactrum pseudogrignonense	strain=K8	latest	Complete Genome	14	93.33	0.00
GCF_001653755.1	GCF_001653755.1	ASM165375v1	1300343	Dokdonia donghaensis DSW-1	strain=DSW-1	latest	Complete Genome	14	93.33	0.00
GCF_001653955.1	GCF_001653955.1	ASM165395v1	1086726	Francisella persica ATCC VR-331	strain=ATCC VR-331	latest	Complete Genome	14	93.33	0.00
GCF_001654435.1	GCF_001654435.1	ASM165443v1	53408	Pseudomonas citronellolis	strain=SJTE-3	latest	Complete Genome	14	93.33	0.00
GCF_001654455.1	GCF_001654455.1	ASM165445v1	1176587	Niabella ginsenosidivorans	strain=BS26	latest	Complete Genome	14	93.33	0.00
GCF_001655245.1	GCF_001655245.1	ASM165524v1	1354275	Mycolicibacterium vaccae 95051	strain=95051	latest	Complete Genome	14	93.33	0.00
GCF_001659785.1	GCF_001659785.1	ASM165978v1	499555	Dietzia timorensis	strain=ID05-A0528	latest	Complete Genome	14	93.33	0.00
GCF_001660005.1	GCF_001660005.1	ASM166000v1	1867252	Borrelia hermsii HS1	strain=HS1	latest	Complete Genome	14	93.33	0.00
GCF_001660485.1	GCF_001660485.1	ASM166048v1	453304	Agromyces aureus	strain=AR33	latest	Complete Genome	14	93.33	0.00
GCF_001661675.2	GCF_001661675.2	ASM166167v2	450378	Croceicoccus marinus	strain=E4A9	latest	Complete Genome	14	93.33	0.00
GCF_001663155.1	GCF_001663155.1	ASM166315v1	476157	Altererythrobacter ishigakiensis	strain=NBRC 107699	latest	Complete Genome	14	93.33	0.00
GCF_001663175.1	GCF_001663175.1	ASM166317v1	1112	Porphyrobacter neustonensis	strain=DSM 9434	latest	Complete Genome	14	93.33	0.00
GCF_001663675.1	GCF_001663675.1	ASM166367v1	375175	Lactobacillus backii	strain=TMW 1.1989	latest	Complete Genome	14	93.33	0.00
GCF_001676705.1	GCF_001676705.1	ASM167670v1	463025	Bordetella bronchialis	strain=AU3182	latest	Complete Genome	14	93.33	0.00
GCF_001676785.2	GCF_001676785.2	ASM167678v2	1266923	Brachyspira hyodysenteriae ATCC 27164	strain=B-78	latest	Complete Genome	14	93.33	0.00
GCF_001677275.1	GCF_001677275.1	ASM167727v1	553239	Vibrio breoganii	strain=FF50	latest	Complete Genome	14	93.33	0.00
GCF_001677435.1	GCF_001677435.1	ASM167743v1	1548547	Woeseia oceani	strain=XK5	latest	Complete Genome	14	93.33	0.00
GCF_001678905.1	GCF_001678905.1	ASM167890v1	1630135	Dermabacter vaginalis	strain=AD1-86	latest	Complete Genome	14	93.33	6.67
GCF_001678945.1	GCF_001678945.1	ASM167894v1	60890	Phaeobacter gallaeciensis	strain=JL2886	latest	Complete Genome	14	93.33	0.00
GCF_001679725.1	GCF_001679725.1	ASM167972v1	670052	Cryobacterium arcticum	strain=PAMC 27867	latest	Complete Genome	14	93.33	0.00
GCF_001682385.1	GCF_001682385.1	ASM168238v1	418699	Azoarcus olearius	strain=DQS4	latest	Complete Genome	14	93.33	0.00
GCF_001685395.1	GCF_001685395.1	ASM168539v1	1462996	Paenibacillus yonginensis	strain=DCY84	latest	Complete Genome	14	93.33	0.00
GCF_001685355.1	GCF_001685355.1	ASM168535v1	1915	Streptomyces lincolnensis	strain=NRRL 2936	latest	Complete Genome	14	93.33	0.00
GCF_001685435.2	GCF_001685435.2	ASM168543v3	1230341	Salimicrobium jeotgali	strain=MJ3	latest	Complete Genome	14	93.33	0.00
GCF_001685465.1	GCF_001685465.1	ASM168546v1	45658	Vibrio scophthalmi	strain=VS-12	latest	Complete Genome	14	93.33	0.00
GCF_001687475.2	GCF_001687475.2	ASM168747v2	1813019	Campylobacter hepaticus	strain=HV10	latest	Complete Genome	14	93.33	0.00
GCF_001687545.1	GCF_001687545.1	ASM168754v1	645517	Altererythrobacter namhicola	strain=JCM 16345	latest	Complete Genome	14	93.33	0.00
GCF_001687565.2	GCF_001687565.2	ASM168756v2	1185653	Planococcus antarcticus DSM 14505	strain=DSM 14505	latest	Complete Genome	14	93.33	0.00
GCF_001688625.2	GCF_001688625.2	ASM168862v2	292800	Flavonifractor plautii	strain=YL31	latest	Complete Genome	14	93.33	0.00
GCF_001693385.1	GCF_001693385.1	ASM169338v1	1274631	Bradyrhizobium icense	strain=LMTR 13	latest	Complete Genome	14	93.33	0.00
GCF_001693675.1	GCF_001693675.1	ASM169367v1	1901	Streptomyces clavuligerus	strain=F613-1	latest	Complete Genome	14	93.33	0.00
GCF_001697185.1	GCF_001697185.1	ASM169718v1	1790137	Wenyingzhuangia fucanilytica	strain=CZ1127	latest	Complete Genome	14	93.33	0.00
GCF_001697225.1	GCF_001697225.1	ASM169722v1	1810504	Immundisolibacter cernigliae	strain=TR3.2	latest	Complete Genome	14	93.33	0.00
GCF_001698145.1	GCF_001698145.1	ASM169814v1	1246	Leuconostoc lactis	strain=WiKim40	latest	Complete Genome	14	93.33	0.00
GCF_001698205.1	GCF_001698205.1	ASM169820v1	692370	Altererythrobacter dongtanensis	strain=KCTC 22672	latest	Complete Genome	14	93.33	0.00
GCF_001698225.1	GCF_001698225.1	ASM169822v1	2055	Gordonia terrae	strain=3612	latest	Complete Genome	14	93.33	0.00
GCF_001700895.1	GCF_001700895.1	ASM170089v1	118101	Buchnera aphidicola (Diuraphis noxia)	NA	latest	Complete Genome	14	93.33	0.00
GCF_001700965.1	GCF_001700965.1	ASM170096v1	83617	Stenotrophomonas nitritireducens	strain=2001	latest	Complete Genome	14	93.33	0.00
GCF_001701025.1	GCF_001701025.1	ASM170102v1	1586287	Lentzea guizhouensis	strain=DHS C013	latest	Complete Genome	14	93.33	0.00
GCF_001701045.1	GCF_001701045.1	ASM170104v1	1197717	Cloacibacillus porcorum	strain=CL-84	latest	Complete Genome	14	93.33	0.00
GCF_001702135.1	GCF_001702135.1	ASM170213v1	53444	Lactobacillus lindneri	strain=TMW 1.481	latest	Complete Genome	14	93.33	0.00
GCF_001702175.1	GCF_001702175.1	ASM170217v1	240427	Lactobacillus paracollinoides	strain=TMW 1.1994	latest	Complete Genome	14	93.33	0.00
GCF_001704115.1	GCF_001704115.1	ASM170411v1	1789224	Acinetobacter larvae	strain=BRTC-1	latest	Complete Genome	14	93.33	0.00
GCF_001704155.1	GCF_001704155.1	ASM170415v1	216778	Stenotrophomonas rhizophila	strain=QL-P4	latest	Complete Genome	14	93.33	0.00
GCF_001704615.2	GCF_001704615.2	ASM170461v2	1871111	Acinetobacter defluvii	strain=WCHA30	latest	Complete Genome	14	93.33	0.00
GCF_001705565.1	GCF_001705565.1	ASM170556v1	48664	Xanthomonas fragariae	NA	latest	Complete Genome	14	93.33	0.00
GCF_001704275.1	GCF_001704275.1	ASM170427v1	316284	Streptomyces noursei ATCC 11455	strain=ATCC 11455	latest	Complete Genome	14	93.33	0.00
GCF_001708305.1	GCF_001708305.1	ASM170830v1	1888195	Streptococcus himalayensis	strain=HTS2	latest	Complete Genome	14	93.33	0.00
GCF_001708405.1	GCF_001708405.1	ASM170840v1	1144748	Kangiella sediminilitoris	strain=KCTC 23892	latest	Complete Genome	14	93.33	0.00
GCF_001715535.1	GCF_001715535.1	ASM171553v1	216938	Spiroplasma helicoides	strain=TABS-2	latest	Complete Genome	14	93.33	0.00
GCF_001717505.1	GCF_001717505.1	ASM171750v1	39950	Dialister pneumosintes	strain=F0677	latest	Complete Genome	14	93.33	0.00
GCF_001709315.1	GCF_001709315.1	ASM170931v1	549	Pantoea agglomerans	strain=C410P1	latest	Complete Genome	14	93.33	0.00
GCF_001717955.1	GCF_001717955.1	ASM171795v1	1560345	Sphingomonas panacis	strain=DCY99	latest	Complete Genome	14	93.33	0.00
GCF_001719165.1	GCF_001719165.1	ASM171916v1	39960	Erythrobacter litoralis	strain=DSM 8509	latest	Complete Genome	14	93.33	0.00
GCF_001720485.1	GCF_001720485.1	ASM172048v1	28258	Cobetia marina	strain=JCM 21022	latest	Complete Genome	14	93.33	0.00
GCF_001721185.1	GCF_001721185.1	ASM172118v1	351679	Xenorhabdus hominickii	strain=ANU1	latest	Complete Genome	14	93.33	0.00
GCF_001721645.1	GCF_001721645.1	ASM172164v1	430522	Pedobacter steynii	strain=DX4	latest	Complete Genome	14	93.33	0.00
GCF_001721685.1	GCF_001721685.1	ASM172168v1	632773	Bacillus beveridgei	strain=MLTeJB	latest	Complete Genome	14	93.33	0.00
GCF_001729245.1	GCF_001729245.1	ASM172924v1	28452	Leptospira alstonii	strain=GWTS #1	latest	Complete Genome	14	93.33	0.00
GCF_001729485.1	GCF_001729485.1	ASM172948v1	47763	Streptomyces lydicus	strain=103	latest	Complete Genome	14	93.33	0.00
GCF_001729525.1	GCF_001729525.1	ASM172952v1	273384	Brevibacterium aurantiacum	strain=SMQ-1335	latest	Complete Genome	14	93.33	0.00
GCF_001729725.1	GCF_001729725.1	ASM172972v1	299766	Enterobacter hormaechei subsp. steigerwaltii	strain=DSM 16691	latest	Complete Genome	14	93.33	0.00
GCF_001735765.2	GCF_001735765.2	ASM173576v2	394958	Clostridium taeniosporum	strain=1/k	latest	Complete Genome	14	93.33	0.00
GCF_001735805.1	GCF_001735805.1	ASM173580v1	164348	Streptomyces puniciscabiei	strain=TW1S1	latest	Complete Genome	14	93.33	0.00
GCF_001741865.1	GCF_001741865.1	ASM174186v1	1526658	Bosea vaviloviae	strain=Vaf18	latest	Complete Genome	14	93.33	0.00
GCF_001742225.1	GCF_001742225.1	ASM174222v1	158500	Novosphingobium resinovorum	strain=SA1	latest	Complete Genome	14	93.33	0.00
GCF_001746835.1	GCF_001746835.1	ASM174683v1	1838286	Lacunisphaera limnophila	strain=IG16b	latest	Complete Genome	14	93.33	0.00
GCF_001747405.1	GCF_001747405.1	ASM174740v1	274537	Chlorobaculum limnaeum	strain=DSM 1677	latest	Complete Genome	14	93.33	0.00
GCF_001747425.1	GCF_001747425.1	ASM174742v1	340345	Actinoalloteichus hymeniacidonis	strain=HPA177(T) (=DSM 45092(T))	latest	Complete Genome	14	93.33	0.00
GCF_001750165.1	GCF_001750165.1	ASM175016v1	43657	Pseudoalteromonas luteoviolacea	strain=S4054249	latest	Complete Genome	14	93.33	0.00
GCF_001750685.1	GCF_001750685.1	ASM175068v1	1424294	Geosporobacter ferrireducens	strain=IRF9	latest	Complete Genome	14	93.33	0.00
GCF_001753205.1	GCF_001753205.1	ASM175320v1	1421	Lysinibacillus sphaericus	strain=LMG 22257	latest	Complete Genome	14	93.33	0.00
GCF_001753245.1	GCF_001753245.1	ASM175324v1	160660	Acidihalobacter prosperus	strain=F5	latest	Complete Genome	14	93.33	0.00
GCF_001761345.1	GCF_001761345.1	ASM176134v1	621456	Sphingomonas melonis TY	strain=TY	latest	Complete Genome	14	93.33	0.00
GCF_001761365.1	GCF_001761365.1	ASM176136v1	1774273	Polaribacter vadi	strain=LPB0003	latest	Complete Genome	14	93.33	0.00
GCF_001761465.1	GCF_001761465.1	ASM176146v1	1492737	Flavobacterium gilvum	strain=EM1308	latest	Complete Genome	14	93.33	0.00
GCF_001766235.1	GCF_001766235.1	ASM176623v1	481146	Acetobacter ascendens	strain=LMG 1590	latest	Complete Genome	14	93.33	0.00
GCF_001767275.1	GCF_001767275.1	ASM176727v1	1254	Pediococcus acidilactici	strain=ZPA017	latest	Complete Genome	14	93.33	0.00
GCF_001767235.1	GCF_001767235.1	ASM176723v1	1458985	Moorea producens PAL-8-15-08-1	NA	latest	Complete Genome	14	93.33	0.00
GCF_001787335.1	GCF_001787335.1	ASM178733v1	153496	Kozakia baliensis	strain=DSM 14400	latest	Complete Genome	14	93.33	0.00
GCF_001831475.1	GCF_001831475.1	ASM183147v1	1763534	Flavobacterium crassostreae	strain=LPB0076	latest	Complete Genome	14	93.33	0.00
GCF_001831495.1	GCF_001831495.1	ASM183149v1	1763536	Thalassotalea crassostreae	strain=LPB0090	latest	Complete Genome	14	93.33	0.00
GCF_001854125.1	GCF_001854125.1	ASM185412v1	1874317	Marinobacter salinus	strain=Hb8	latest	Complete Genome	14	93.33	0.00
GCF_001854185.1	GCF_001854185.1	ASM185418v1	1497	Clostridium formicaceticum	strain=ATCC 27076	latest	Complete Genome	14	93.33	0.00
GCF_001854245.1	GCF_001854245.1	ASM185424v1	897	Desulfococcus multivorans	strain=DSM 2059	latest	Complete Genome	14	93.33	0.00
GCF_001858005.1	GCF_001858005.1	ASM185800v1	185008	Butyrivibrio hungatei	strain=MB2003	latest	Complete Genome	14	93.33	0.00
GCF_001865575.1	GCF_001865575.1	ASM186557v1	754502	Paraburkholderia sprentiae WSM5005	strain=WSM5005	latest	Complete Genome	14	93.33	0.00
GCF_001865855.1	GCF_001865855.1	ASM186585v1	37332	Nocardia seriolae	strain=EM150506	latest	Complete Genome	14	93.33	0.00
GCF_001870205.1	GCF_001870205.1	ASM187020v1	519472	Vagococcus teuberi	strain=DSM 21459	latest	Complete Genome	14	93.33	0.00
GCF_001870665.2	GCF_001870665.2	ASM187066v2	441209	Rhodobaca barguzinensis	strain=alga05	latest	Complete Genome	14	93.33	0.00
GCF_001880325.1	GCF_001880325.1	ASM188032v1	56956	Thermus brockianus	strain=GE-1	latest	Complete Genome	14	93.33	0.00
GCF_001877035.1	GCF_001877035.1	ASM187703v1	1552	Clostridium estertheticum subsp. estertheticum	strain=DSM 8809	latest	Complete Genome	14	93.33	0.00
GCF_001878675.1	GCF_001878675.1	ASM187867v1	1482	Virgibacillus halodenitrificans	strain=PDB-F2	latest	Complete Genome	14	93.33	0.00
GCF_001886615.1	GCF_001886615.1	ASM188661v1	1897729	Halomonas aestuarii	strain=Hb3	latest	Complete Genome	14	93.33	0.00
GCF_001886695.1	GCF_001886695.1	ASM188669v1	502682	Erythrobacter gangjinensis	strain=CGMCC1.15024	latest	Complete Genome	14	93.33	0.00
GCF_001886815.1	GCF_001886815.1	ASM188681v1	880073	Caldithrix abyssi DSM 13497	strain=LF13	latest	Complete Genome	14	93.33	0.00
GCF_001886715.1	GCF_001886715.1	ASM188671v1	2213200	Nocardia sp. Y48	strain=Y48	latest	Complete Genome	14	93.33	0.00
GCF_001886855.1	GCF_001886855.1	ASM188685v1	2133	Spiroplasma citri	strain=R8-A2	latest	Complete Genome	14	93.33	0.00
GCF_001886955.1	GCF_001886955.1	ASM188695v1	1873524	Halodesulfurarchaeum formicicum	strain=HSR6	latest	Complete Genome	14	93.33	6.67
GCF_001887245.1	GCF_001887245.1	ASM188724v1	556325	Neomicrococcus aestuarii	strain=B18	latest	Complete Genome	14	93.33	0.00
GCF_001887285.1	GCF_001887285.1	ASM188728v1	300019	Microbacterium paludicola	strain=CC3	latest	Complete Genome	14	93.33	0.00
GCF_001888165.1	GCF_001888165.1	ASM188816v1	29542	Pelobacter acetylenicus	strain=DSM 3246	latest	Complete Genome	14	93.33	0.00
GCF_001888185.1	GCF_001888185.1	ASM188818v1	1844006	Phaeobacter porticola	strain=P97	latest	Complete Genome	14	93.33	0.00
GCF_001889405.1	GCF_001889405.1	ASM188940v1	2177	Methanohalophilus halophilus	strain=Z-7982	latest	Complete Genome	14	93.33	0.00
GCF_001889165.1	GCF_001889165.1	ASM188916v1	1547283	Bacillus weihaiensis	strain=Alg07	latest	Complete Genome	14	93.33	0.00
GCF_001900245.1	GCF_001900245.1	ASM190024v1	48003	Mycoplasma pullorum	strain=B359_6	latest	Complete Genome	14	93.33	0.00
GCF_001902315.1	GCF_001902315.1	ASM190231v1	61015	Staphylococcus succinus	strain=14BME20	latest	Complete Genome	14	93.33	0.00
GCF_001922025.1	GCF_001922025.1	ASM192202v1	152331	Lactobacillus parabuchneri	strain=FAM21731	latest	Complete Genome	14	93.33	0.00
GCF_001908775.1	GCF_001908775.1	ASM190877v1	90270	Xanthomonas gardneri	strain=ICMP7383	latest	Complete Genome	14	93.33	0.00
GCF_001913135.1	GCF_001913135.1	ASM191313v1	237610	Pseudomonas psychrotolerans	strain=PRS08-11306	latest	Complete Genome	14	93.33	0.00
GCF_001922305.1	GCF_001922305.1	ASM192230v1	96773	Thauera chlorobenzoica	strain=3CB1	latest	Complete Genome	14	93.33	0.00
GCF_001922385.1	GCF_001922385.1	ASM192238v1	93064	Sphingomonas koreensis	strain=ABOJV	latest	Complete Genome	14	93.33	0.00
